name,description,image,attribute::Grid Dominion,attribute::Cloaking Power,attribute::Code Stratagem,attribute::Veil Assault,attribute::Pulse Fortitude,attribute::Reward Modulation
Genesis Key Card #230,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Fading Mist,Emerging Tactic,Surgical Strike,Iron Constitution,Genesis
Genesis Key Card #231,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Intact Blueprint,Surgical Strike,Iron Constitution,Genesis
Genesis Key Card #232,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Fading Mist,Phantom Stratagem,Surgical Strike,Resonant Stamina,Genesis
Genesis Key Card #233,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Masterful Hack,Radiant Charge,Silent Endurance,Genesis
Genesis Key Card #234,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Intense Blitz,Fading Mist,Emerging Tactic,Subtle Slash,Resonant Stamina,Genesis
Genesis Key Card #235,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Stealth Barrier,Partial Scheme,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #236,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Intense Blitz,Quiet Shadow,Partial Scheme,Fierce Breach,Iron Constitution,Genesis
Genesis Key Card #237,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Partial Scheme,Surgical Strike,Iron Constitution,Genesis
Genesis Key Card #238,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Stealth Barrier,Emerging Tactic,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #239,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Intact Blueprint,Surgical Strike,Radiant Tenacity,Genesis
Genesis Key Card #240,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Stealth Barrier,Masterful Hack,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #241,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Deep Camouflage,Intact Blueprint,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #242,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Partial Scheme,Fierce Breach,Silent Endurance,Genesis
Genesis Key Card #243,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Quiet Shadow,Emerging Tactic,Phantom Overthrow,Iron Constitution,Genesis
Genesis Key Card #244,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Partial Scheme,Fierce Breach,Iron Constitution,Genesis
Genesis Key Card #245,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Masterful Hack,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #246,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Masterful Hack,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #247,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Emerging Tactic,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #248,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Partial Scheme,Radiant Charge,Phantom Command,Genesis
Genesis Key Card #249,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Intense Blitz,Quiet Shadow,Emerging Tactic,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #250,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Stealth Barrier,Emerging Tactic,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #251,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Emerging Tactic,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #252,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Fading Mist,Partial Scheme,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #253,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Deep Camouflage,Emerging Tactic,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #254,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Quiet Shadow,Emerging Tactic,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #255,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Partial Scheme,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #256,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Phantom Invisibility,Emerging Tactic,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #257,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Partial Scheme,Subtle Slash,Resonant Stamina,Genesis
Genesis Key Card #258,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Deep Camouflage,Phantom Stratagem,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #259,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Partial Scheme,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #260,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Deep Camouflage,Intact Blueprint,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #261,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Emerging Tactic,Phantom Overthrow,Silent Endurance,Genesis
Genesis Key Card #262,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Partial Scheme,Surgical Strike,Resonant Stamina,Genesis
Genesis Key Card #263,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Emerging Tactic,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #264,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Stealth Barrier,Intact Blueprint,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #265,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Stealth Barrier,Emerging Tactic,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #266,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Emerging Tactic,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #267,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Emerging Tactic,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #268,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Intact Blueprint,Fierce Breach,Iron Constitution,Genesis
Genesis Key Card #269,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Emerging Tactic,Surgical Strike,Phantom Command,Genesis
Genesis Key Card #270,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Fading Mist,Emerging Tactic,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #271,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Intact Blueprint,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #272,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Stealth Barrier,Emerging Tactic,Surgical Strike,Resonant Stamina,Genesis
Genesis Key Card #273,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Deep Camouflage,Emerging Tactic,Surgical Strike,Radiant Tenacity,Genesis
Genesis Key Card #274,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Emerging Tactic,Subtle Slash,Radiant Tenacity,Genesis
Genesis Key Card #275,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Intact Blueprint,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #276,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Masterful Hack,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #277,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Deep Camouflage,Partial Scheme,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #278,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Intense Blitz,Stealth Barrier,Emerging Tactic,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #279,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Masterful Hack,Subtle Slash,Resonant Stamina,Genesis
Genesis Key Card #280,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Stealth Barrier,Partial Scheme,Fierce Breach,Radiant Tenacity,Genesis
Genesis Key Card #281,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Phantom Conquest,Quiet Shadow,Partial Scheme,Surgical Strike,Iron Constitution,Genesis
Genesis Key Card #282,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Phantom Invisibility,Masterful Hack,Phantom Overthrow,Resonant Stamina,Genesis
Genesis Key Card #283,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Intact Blueprint,Surgical Strike,Radiant Tenacity,Genesis
Genesis Key Card #284,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Stealth Barrier,Partial Scheme,Surgical Strike,Iron Constitution,Genesis
Genesis Key Card #285,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Stealth Barrier,Partial Scheme,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #286,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Phantom Stratagem,Subtle Slash,Resonant Stamina,Genesis
Genesis Key Card #287,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Intact Blueprint,Subtle Slash,Resonant Stamina,Genesis
Genesis Key Card #288,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Quiet Shadow,Masterful Hack,Surgical Strike,Iron Constitution,Genesis
Genesis Key Card #289,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Deep Camouflage,Partial Scheme,Fierce Breach,Iron Constitution,Genesis
Genesis Key Card #290,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Emerging Tactic,Subtle Slash,Resonant Stamina,Genesis
Genesis Key Card #291,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Emerging Tactic,Fierce Breach,Silent Endurance,Genesis
Genesis Key Card #292,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Emerging Tactic,Subtle Slash,Phantom Command,Genesis
Genesis Key Card #293,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Partial Scheme,Phantom Overthrow,Silent Endurance,Genesis
Genesis Key Card #294,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Masterful Hack,Phantom Overthrow,Silent Endurance,Genesis
Genesis Key Card #295,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Quiet Shadow,Partial Scheme,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #296,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Stealth Barrier,Intact Blueprint,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #297,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Intact Blueprint,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #298,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Deep Camouflage,Emerging Tactic,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #299,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Quiet Shadow,Emerging Tactic,Fierce Breach,Iron Constitution,Genesis
Genesis Key Card #300,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Intact Blueprint,Fierce Breach,Phantom Command,Genesis
Genesis Key Card #301,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Quiet Shadow,Partial Scheme,Fierce Breach,Phantom Command,Genesis
Genesis Key Card #302,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Deep Camouflage,Emerging Tactic,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #303,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Emerging Tactic,Subtle Slash,Resonant Stamina,Genesis
Genesis Key Card #304,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Quiet Shadow,Emerging Tactic,Surgical Strike,Phantom Command,Genesis
Genesis Key Card #305,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Partial Scheme,Subtle Slash,Resonant Stamina,Genesis
Genesis Key Card #306,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Deep Camouflage,Emerging Tactic,Surgical Strike,Radiant Tenacity,Genesis
Genesis Key Card #307,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Partial Scheme,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #308,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Phantom Stratagem,Radiant Charge,Silent Endurance,Genesis
Genesis Key Card #309,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Stealth Barrier,Emerging Tactic,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #310,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Deep Camouflage,Intact Blueprint,Radiant Charge,Iron Constitution,Genesis
Genesis Key Card #311,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Emerging Tactic,Subtle Slash,Radiant Tenacity,Genesis
Genesis Key Card #312,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Intense Blitz,Quiet Shadow,Emerging Tactic,Phantom Overthrow,Silent Endurance,Genesis
Genesis Key Card #313,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Phantom Conquest,Quiet Shadow,Intact Blueprint,Subtle Slash,Resonant Stamina,Genesis
Genesis Key Card #314,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Partial Scheme,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #315,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Deep Camouflage,Emerging Tactic,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #316,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Partial Scheme,Fierce Breach,Silent Endurance,Genesis
Genesis Key Card #317,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Intense Blitz,Fading Mist,Phantom Stratagem,Fierce Breach,Iron Constitution,Genesis
Genesis Key Card #318,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Phantom Invisibility,Phantom Stratagem,Fierce Breach,Silent Endurance,Genesis
Genesis Key Card #319,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Emerging Tactic,Subtle Slash,Resonant Stamina,Genesis
Genesis Key Card #320,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Intense Blitz,Fading Mist,Emerging Tactic,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #321,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Intact Blueprint,Fierce Breach,Iron Constitution,Genesis
Genesis Key Card #322,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Partial Scheme,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #323,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Partial Scheme,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #324,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Deep Camouflage,Masterful Hack,Surgical Strike,Iron Constitution,Genesis
Genesis Key Card #325,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Deep Camouflage,Emerging Tactic,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #326,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Intense Blitz,Phantom Invisibility,Phantom Stratagem,Fierce Breach,Radiant Tenacity,Genesis
Genesis Key Card #327,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Intense Blitz,Fading Mist,Emerging Tactic,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #328,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Stealth Barrier,Partial Scheme,Radiant Charge,Silent Endurance,Genesis
Genesis Key Card #329,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Partial Scheme,Surgical Strike,Iron Constitution,Genesis
Genesis Key Card #330,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Partial Scheme,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #331,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Deep Camouflage,Emerging Tactic,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #332,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Masterful Hack,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #333,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Partial Scheme,Subtle Slash,Resonant Stamina,Genesis
Genesis Key Card #334,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Partial Scheme,Radiant Charge,Silent Endurance,Genesis
Genesis Key Card #335,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Stealth Barrier,Emerging Tactic,Fierce Breach,Silent Endurance,Genesis
Genesis Key Card #336,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Emerging Tactic,Surgical Strike,Resonant Stamina,Genesis
Genesis Key Card #337,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Stealth Barrier,Partial Scheme,Radiant Charge,Resonant Stamina,Genesis
Genesis Key Card #338,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Intense Blitz,Quiet Shadow,Intact Blueprint,Surgical Strike,Iron Constitution,Genesis
Genesis Key Card #339,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Stealth Barrier,Emerging Tactic,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #340,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Partial Scheme,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #341,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Stealth Barrier,Emerging Tactic,Fierce Breach,Resonant Stamina,Genesis
Genesis Key Card #342,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Stealth Barrier,Emerging Tactic,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #343,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Phantom Conquest,Deep Camouflage,Partial Scheme,Subtle Slash,Resonant Stamina,Genesis
Genesis Key Card #344,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Partial Scheme,Surgical Strike,Iron Constitution,Genesis
